EmployerID,company,sector,city,state,CEO,Website,Zip Code
288,Devon Energy,Energy,Oklahoma City,OK,Richard E. Muncrief,https://www.devonenergy.com,60661
289,DexCom,Health Care,San Diego,CA,Kevin Sayer,https://www.dexcom.com,20817
290,Diamondback Energy,Energy,Midland,TX,Travis D. Stice,https://www.diamondbackenergy.com,10065
291,Dick's Sporting Goods,Retailing,Coraopolis,PA,Lauren R. Hobart,https://www.dickssportinggoods.com,28117
292,Diebold Nixdorf,Technology,Hudson,OH,Octavio Marquez,https://www.dieboldnixdorf.com,92121
293,Digital Realty Trust,Financials,Austin,TX,A. William Stein,https://www.digitalrealty.com,71203
294,Dillard&#8217;s,Retailing,Little Rock,AR,William T. Dillard II,https://www.dillards.com,10001
295,Discover Financial Services,Financials,Riverwoods,IL,Roger C. Hochschild,https://www.discover.com,53212
296,DISH Network,Telecommunications,Englewood,CO,W. Erik Carlson,https://www.dish.com,45840
297,DocuSign,Technology,San Francisco,CA,Allan C. Thygesen,https://www.docusign.com,23060
298,Dollar General,Retailing,Goodlettsville,TN,Jeffery C. Owen,www.dollargeneral.com,20817
299,Dollar Tree,Retailing,Chesapeake,VA,Michael A. Witynski,https://www.dollartree.com,10036
300,Dominion Energy,Energy,Richmond,VA,Robert M. Blue,https://www.dominionenergy.com,48152
301,Domino's Pizza,"Hotels, Restaurants & Leisure",Ann Arbor,MI,Russell J. Weiner,https://www.dominos.com,1111
302,Domtar,Materials,Fort Mill,SC,John D. Williams,https://www.domtar.com,33134
303,Donaldson,Industrials,Minneapolis,MN,Tod E. Carpenter,https://www.donaldson.com,10577
304,DoorDash,Technology,San Francisco,CA,Tony Xu,https://https://ir.doordash.com,60607
305,Dover,Industrials,Downers Grove,IL,Richard J. Tobin,https://www.dovercorporation.com,75039
306,Dow,Chemicals,Midland,MI,James R. Fitterling,www.dow.com,7033
307,Dropbox,Technology,San Francisco,CA,Andrew W. Houston,https://www.dropbox.com,94025
308,DTE Energy,Energy,Detroit,MI,Gerardo Norcia,https://www.dteenergy.com,10166
309,Duke Energy,Energy,Charlotte,NC,Lynn J. Good,https://www.duke-energy.com,89109
310,Dun & Bradstreet Holdings,Business Services,Jacksonville,FL,Anthony M. Jabbour,https://www.dnb.com,83716
311,DuPont,Chemicals,Wilmington,DE,Edward D. Breen,https://www.dupont.com,98052
312,DXC Technology,Technology,Tysons,VA,Michael J. Salvino,https://www.dxc.technology,2139
313,Dycom Industries,Engineering & Construction,Palm Beach Gardens,FL,Steven E. Nielsen,https://www.dycomind.com,30701
314,E.W. Scripps,Media,Cincinnati,OH,Adam Symson,https://www.scripps.com,90802
315,Eastman Chemical,Chemicals,Kingsport,TN,Mark J. Costa,https://www.eastman.com,60606
316,eBay,Technology,San Jose,CA,Jamie Iannone,https://www.ebay.com,60607
317,Ecolab,Chemicals,St. Paul,MN,Christophe Beck,https://www.ecolab.com,10036
318,Edison International,Energy,Rosemead,CA,Pedro J. Pizarro,https://www.edisoninvestor.com,33602
319,Edwards Lifesciences,Health Care,Irvine,CA,Michael A. Mussallem,https://www.edwards.com,60661
320,Elanco Animal Health,Health Care,Greenfield,IN,Jeffrey N. Simmons,https://www.elanco.com,71730
321,Electronic Arts,Media,Redwood City,CA,Andrew Wilson,https://www.ea.com,68175
322,Element Solutions,Chemicals,Fort Lauderdale,FL,Benjamin Gliklich,https://www.elementsolutionsinc.com,43215
323,Elevance Health,Health Care,Indianapolis,IN,Gail K. Boudreaux,www.elevancehealth.com,30308
324,Eli Lilly,Health Care,Indianapolis,IN,David A. Ricks,https://www.lilly.com,95032
325,EMCOR Group,Engineering & Construction,Norwalk,CT,Anthony J. Guzzi,https://www.emcorgroup.com,10010
326,Emerson Electric,Industrials,St. Louis,MO,S. L. Karsanbhai,https://www.emerson.com,30328
327,Encompass Health,Health Care,Birmingham,AL,Mark J. Tarr,https://www.encompasshealth.com,80237
328,Encore Wire,Industrials,McKinney,TX,Daniel Jones,https://www.encorewire.com,10036
329,Endeavor Group Holdings,Media,Beverly Hills,CA,Ariel Emanuel,https://www.endeavorco.com,33408
330,Energizer Holdings,Household Products,St. Louis,MO,Mark S. LaVigne,https://www.energizerholdings.com,97005
331,Energy Transfer,Energy,Dallas,TX,Thomas E. Long/Marshall S. McCrea III,www.energytransfer.com,98101
332,EnerSys,Industrials,Reading,PA,David M. Shaffer,https://www.enersys.com,30308
333,EnLink Midstream,Energy,Dallas,TX,Jesse Arenivas,https://www.enlink.com,60603
334,Enovis,Industrials,Wilmington,DE,Matthew L. Trerotola,https://www.enovis.com,22042
335,Ensign Group,Health Care,San Juan Capistrano,CA,Barry R. Port,https://www.ensigngroup.net,53202
336,Entegris,Technology,Billerica,MA,Bertrand Loy,https://www.entegris.com,77002
337,Entergy,Energy,New Orleans,LA,Andrew S. Marsh,https://www.entergy.com,28211
338,Enterprise Products Partners,Energy,Houston,TX,A. James Teague/W. Randall Fowler,www.enterpriseproducts.com,95051
339,Envista Holdings,Health Care,Brea,CA,Amir Aghdaei,https://www.envistaco.com,20190
340,EOG Resources,Energy,Houston,TX,Ezra Y. Yacob,https://www.eogresources.com,77046
341,EPAM Systems,Technology,Newtown,PA,Arkadiy Dobkin,https://www.epam.com,33496
342,EQT,Energy,Pittsburgh,PA,Toby Z. Rice,https://www.eqt.com,60601
343,Equifax,Business Services,Atlanta,GA,Mark W. Begor,https://www.equifax.com,63105
344,Equinix,Financials,Redwood City,CA,Charles J. Meyers,https://www.equinix.com,10017
345,Equitable Holdings,Financials,New York,NY,Mark Pearson,https://www.equitableholdings.com,85008
346,Equity Residential,Financials,Chicago,IL,Mark J. Parrell,https://www.equityapartments.com,74103
347,Erie Insurance Group,Financials,Erie,PA,Timothy G. NeCastro,https://www.erieinsurance.com,85281
348,Est̩e Lauder,Household Products,New York,NY,Fabrizio Freda,https://www.elcompanies.com,78741
349,Etsy,Technology,Brooklyn,NY,Josh Silverman,https://www.etsy.com,65802
350,Euronet Worldwide,Business Services,Leawood,KS,Michael J. Brown,https://www.euronetworldwide.com,54902
351,Evercore,Financials,New York,NY,John S. Weinberg,https://www.evercore.com,6032
352,Evergy,Energy,Kansas City,MO,David A. Campbell,https://http://investors.evergy.com,80202
353,Eversource Energy,Energy,Springfield,MA,Joseph R. Nolan Jr.,https://www.eversource.com,23116
354,Exelon,Energy,Chicago,IL,Christopher M. Crane,www.exeloncorp.com,43659
355,eXp World Holdings,Financials,Bellingham,WA,Glenn Sanford,https://www.expworldholdings.com,98004
356,Expedia Group,Retailing,Seattle,WA,Peter M. Kern,https://www.expediagroup.com,92660
357,Expeditors Intl. of Washington,Transportation,Seattle,WA,Jeffrey Musser,https://www.expeditors.com,60045
358,Exxon Mobil,Energy,Irving,TX,Darren W. Woods,www.exxonmobil.com,10036
359,F5,Technology,Seattle,WA,Fran?ois Locoh-Donou,https://www.f5.com,44124
360,Fannie Mae,Financials,Washington,DC,David C. Benson,www.fanniemae.com,95131
361,Farmers Insurance Exchange,Financials,Woodland Hills,CA,Jeffrey J. Dailey,https://www.farmers.com,7054
362,Fastenal,Wholesalers,Winona,MN,Daniel L. Florness,https://www.fastenal.com,48302
363,Federated Mutual Insurance,Financials,Owatonna,MN,Michael G. Kerr,https://www.federatedinsurance.com,10577
364,FedEx,Transportation,Memphis,TN,Rajesh Subramaniam,www.fedex.com,23238
365,Fidelity National Financial,Financials,Jacksonville,FL,Michael Nolan,https://www.fnf.com,68102
366,Fidelity National Information Services,Business Services,Jacksonville,FL,Gary A. Norcross,https://www.fisglobal.com,10017
367,Fifth Third Bancorp,Financials,Cincinnati,OH,Timothy N. Spence,https://www.53.com,94105
368,First American Financial,Financials,Santa Ana,CA,Kenneth D. DeGiorgio,https://www.firstam.com,10017
369,First Horizon,Financials,Memphis,TN,D. Bryan Jordan,https://www.firsthorizon.com,77042
370,First Republic Bank,Financials,San Francisco,CA,Michael J. Roffler,https://www.firstrepublic.com,75038
371,First Solar,Energy,Tempe,AZ,Mark R. Widmar,https://www.firstsolar.com,77002
372,FirstEnergy,Energy,Akron,OH,John W. Somerhalder II,https://www.firstenergycorp.com,15222
373,Fiserv,Business Services,Brookfield,WI,Frank J. Bisignano,https://www.fiserv.com,55340
374,Five Below,Retailing,Philadelphia,PA,Joel D. Anderson,https://www.fivebelow.com,15272
375,Fleetcor Technologies,Business Services,Atlanta,GA,Ronald F. Clarke,https://www.fleetcor.com,18101
376,Floor & Decor Holdings,Retailing,Atlanta,GA,Thomas Taylor,https://www.flooranddecor.com,50392
377,Flowers Foods,"Food, Beverages & Tobacco",Thomasville,GA,A. Ryals McMullian,https://www.flowersfoods.com,45202
378,Flowserve,Industrials,Irving,TX,R. Scott Rowe,https://www.flowserve.com,44143
379,Fluor,Engineering & Construction,Irving,TX,David E. Constable,https://www.fluor.com,7102
380,FM Global,Financials,Johnston,RI,Malcolm C. Roberts,https://www.fmglobal.com,7102
381,FMC,Chemicals,Philadelphia,PA,Mark A. Douglas,https://www.fmc.com,33811
382,Foot Locker,Retailing,New York,NY,Mary N. Dillon,https://www.footlocker.com/corp,30326
383,Ford Motor,Motor Vehicles & Parts,Dearborn,MI,James D. Farley Jr.,www.ford.com,10017
384,Fortinet,Technology,Sunnyvale,CA,Ken Xie,https://www.fortinet.com,92121
385,Fortive,Industrials,Everett,WA,James A. Lico,https://www.fortive.com,77056
386,Fortune Brands Home & Security,Household Products,Deerfield,IL,Nicholas I. Fink,https://www.fbhs.com,7094
387,Fox,Media,New York,NY,Lachlan K. Murdoch,https://www.foxcorporation.com,80112
388,Franchise Group,Retailing,Delaware,OH,Brian R. Kahn,https://www.franchisegrp.com,33716
389,Franklin Resources,Financials,San Mateo,CA,Jennifer M. Johnson,https://www.franklinresources.com,2451
390,Freddie Mac,Financials,McLean,VA,Michael J. DeVito,www.freddiemac.com,7940
391,Freeport-McMoRan,Energy,Phoenix,AZ,Richard C. Adkerson,https://www.fcx.com,10591
392,Frontier Communications,Telecommunications,Norwalk,CT,Nick Jeffery,https://www.frontier.com,35203
393,FTI Consulting,Business Services,Washington,DC,Steven H. Gunby,https://www.fticonsulting.com,63017
394,GameStop,Retailing,Grapevine,TX,Matthew Furlong,https://www.gamestop.com,90071
395,Gannett,Media,McLean,VA,Michael E. Reed,https://www.gannett.com,85054
396,Gap,Retailing,San Francisco,CA,Bobby L. Martin,https://www.gapinc.com,17011
397,Garrett Motion,Motor Vehicles & Parts,Plymouth,MI,Olivier Rabiller,https://www.garrettmotion.com,94025
398,Gartner,Technology,Stamford,CT,Eugene A. Hall,https://www.gartner.com,48226
399,Generac Holdings,Industrials,Waukesha,WI,Aaron Jagdfeld,https://www.generac.com,53204
400,General Dynamics,Aerospace & Defense,Reston,VA,Phebe N. Novakovic,www.gd.com,34240
401,General Electric,Industrials,Boston,MA,H. Lawrence Culp Jr.,www.ge.com,94568
402,General Mills,"Food, Beverages & Tobacco",Minneapolis,MN,Jeffrey L. Harmening,https://www.generalmills.com,33178
403,General Motors,Motor Vehicles & Parts,Detroit,MI,Mary T. Barra,www.gm.com,10041
404,Genesco,Retailing,Nashville,TN,Mimi Eckel Vaughn,https://www.genesco.com,94105
405,Genesis Energy,Energy,Houston,TX,Grant E. Sims,https://www.genesisenergy.com,95134
406,Genuine Parts,Wholesalers,Atlanta,GA,Paul D. Donahue,https://www.genpt.com,20190
407,Genworth Financial,Financials,Richmond,VA,Thomas J. McInerney,https://www.genworth.com,66202
408,GEO Group,Business Services,Boca Raton,FL,Jose Gordo,https://www.geogroup.com,55101
409,G-III Apparel Group,Apparel,New York,NY,Morris Goldfarb,https://www.giii.com,92101
410,Gilead Sciences,Health Care,Foster City,CA,Daniel P. O&#039;Day,https://www.gilead.com,44115
411,Global Partners,Wholesalers,Waltham,MA,Eric Slifka,https://www.globalp.com,28211
412,Global Payments,Business Services,Atlanta,GA,Jeffrey S. Sloan,https://www.globalpayments.com,30308
413,Globe Life,Financials,McKinney,TX,#REF!,https://www.globelifeinsurance.com,75235
414,GMS,Wholesalers,Tucker,GA,John C. Turner Jr.,https://www.gms.com,77389
415,GoDaddy,Technology,Tempe,AZ,Aman Bhutani,https://www.godaddy.com,49315
416,Goldman Sachs Group,Financials,New York,NY,David M. Solomon,www.goldmansachs.com,6053
417,Goodyear Tire & Rubber,Motor Vehicles & Parts,Akron,OH,Richard J. Kramer,https://www.goodyear.com,98134
418,Graham Holdings,Business Services,Arlington,VA,Timothy J. O?Shaughnessy,https://www.ghco.com,61710
419,Granite Construction,Engineering & Construction,Watsonville,CA,Kyle T. Larkin,https://www.graniteconstruction.com,2111
420,Graphic Packaging Holding,Materials,Atlanta,GA,Michael P. Doss,https://www.graphicpkg.com,46804
421,Gray Television,Media,Atlanta,GA,#REF!,https://www.gray.tv,10169
422,Graybar Electric,Wholesalers,St. Louis,MO,Kathleen M. Mazzarella,https://www.graybar.com,49002
423,Green Plains,Energy,Omaha,NE,Todd A. Becker,https://www.gpreinc.com,6902
424,Greif,Materials,Delaware,OH,Ole Rosgaard,https://www.greif.com,77077
425,Griffon,Materials,New York,NY,Ronald J. Kramer,https://www.griffon.com,21202
426,Grocery Outlet Holding,Food & Drug Stores,Emeryville,CA,Eric J. Lindberg Jr.,https://www.groceryoutlet.com,77002
427,Group 1 Automotive,Retailing,Houston,TX,Earl J. Hesterberg,https://www.group1auto.com,55403
428,Guardian Life Ins. Co. of America,Financials,New York,NY,Andrew J. McMahon,https://www.guardianlife.com,85251
429,Guess,Retailing,Los Angeles,CA,Carlos E. Alberini,https://www.guess.com,94538
430,GXO Logistics,Transportation,Greenwich,CT,Malcolm Wilson,https://www.gxo.com,75254
431,H&R Block,Financials,Kansas City,MO,Jeffrey J. Jones II,https://www.hrblock.com,60045
432,H.B. Fuller,Chemicals,St. Paul,MN,James J. Owens,https://www.hbfuller.com,78725
433,Halliburton,Energy,Houston,TX,Jeffrey A. Miller,https://www.halliburton.com,75243
434,Hanesbrands,Apparel,Winston-Salem,NC,Stephen B. Bratspies,https://www.hanes.com,2903
435,Hanover Insurance Group,Financials,Worcester,MA,John C. Roche,https://www.hanover.com,2451
436,Harley-Davidson,Transportation,Milwaukee,WI,Jochen Zeitz,https://www.harley-davidson.com,46514
437,Harsco,Business Services,Camp Hill,PA,F. Nicholas Grasberger III,https://www.harsco.com,55415
438,Hartford Financial Services Group,Financials,Hartford,CT,Christopher J. Swift,https://www.thehartford.com,10017
439,Hasbro,Household Products,Pawtucket,RI,Christian Cocks,https://www.hasbro.com,1701
440,Hawaiian Electric Industries,Energy,Honolulu,HI,Scott W.H. Seu,https://www.hei.com,19034
441,HCA Healthcare,Health Care,Nashville,TN,Samuel N. Hazen,www.hcahealthcare.com,37027
442,Henry Schein,Health Care,Melville,NY,Stanley Bergman,https://www.henryschein.com,44145
443,Hershey,"Food, Beverages & Tobacco",Hershey,PA,Michele G. Buck,https://www.thehersheycompany.com,10017
444,Hertz Global Holdings,Retailing,Estero,FL,Stephen M. Scherr,https://www.hertz.com,28202
445,Hess,Energy,New York,NY,John B. Hess,https://www.hess.com,72762
446,Hewlett Packard Enterprise,Technology,Houston,TX,Antonio F. Neri,https://www.hpe.com,55402
447,HF Sinclair,Energy,Dallas,TX,Michael C. Jennings,https://www.hfsinclair.com,94158
448,Hillenbrand,Industrials,Batesville,IN,Kimberly K. Ryan,https://www.hillenbrand.com,49525
449,Hill-Rom Holdings,Health Care,Chicago,IL,John P. Groetelaars,https://www.hillrom.com,19406
450,Hilton Grand Vacations,"Hotels, Restaurants & Leisure",Orlando,FL,Mark D. Wang,https://www.hgv.com,60440
451,Hilton Worldwide Holdings,"Hotels, Restaurants & Leisure",McLean,VA,Christopher J. Nassetta,https://www.hilton.com,68179
452,HNI,Household Products,Muscatine,IA,Jeffrey D. Lorenger,https://www.hnicorp.com,60606
453,Hologic,Health Care,Marlborough,MA,Stephen MacMillan,https://www.hologic.com,2908
454,Home Depot,Retailing,Atlanta,GA,Edward P. Decker,www.homedepot.com,30328
455,Honeywell International,Industrials,Charlotte,NC,Darius E. Adamczyk,www.honeywell.com,6902
456,Hormel Foods,"Food, Beverages & Tobacco",Austin,MN,James P. Snee,https://www.hormelfoods.com,78288
457,Host Hotels & Resorts,Financials,Bethesda,MD,James F. Risoleo,https://www.hosthotels.com,15219
458,Hovnanian Enterprises,Engineering & Construction,Matawan,NJ,Ara K. Hovnanian,https://www.khov.com,55343
459,Howmet Aerospace,Aerospace & Defense,Pittsburgh,PA,John C. Plant,https://www.howmet.com,60515
460,HP,Technology,Palo Alto,CA,Enrique J. Lores,www.hp.com,19406
461,Hub Group,Transportation,Oak Brook,IL,David P. Yeager,https://www.hubgroup.com,37402
462,Hubbell,Industrials,Shelton,CT,Gerben W. Bakker,https://www.hubbell.com,60018
463,Humana,Health Care,Louisville,KY,Bruce D. Broussard,www.humana.com,78249
464,Huntington Bancshares,Financials,Columbus,OH,Stephen D. Steinour,https://www.huntington.com,30328
465,Huntington Ingalls Industries,Aerospace & Defense,Newport News,VA,Christopher D. Kastner,https://www.huntingtoningalls.com,10036
466,Huntsman,Chemicals,The Woodlands,TX,Peter R. Huntsman,https://www.huntsman.com,2210
467,Hyatt Hotels,"Hotels, Restaurants & Leisure",Chicago,IL,Mark S. Hoplamazian,https://www.hyatt.com,80202
468,Hyster-Yale Materials Handling,Industrials,Cleveland,OH,Alfred M. Rankin Jr.,https://www.hyster-yale.com,15317
469,IAC,Technology,New York,NY,Joseph M. Levin,https://www.iac.com,43068
470,IBM,Technology,Armonk,NY,Arvind Krishna,https://www.ibm.com,94105
471,Icahn Enterprises,Financials,Sunny Isles Beach,FL,David Willetts,https://www.ielp.com,75039
472,IDEX,Industrials,Northbrook,IL,Eric D. Ashleman,https://www.idexcorp.com,6830
473,IDEXX Laboratories,Health Care,Westbrook,ME,Jonathan J. Mazelsky,https://www.idexx.com,60045
474,iHeartMedia,Media,San Antonio,TX,Robert W. Pittman,https://www.iheartmedia.com,60015
475,Illinois Tool Works,Industrials,Glenview,IL,E. Scott Santi,https://www.itw.com,72716
476,Illumina,Technology,San Diego,CA,Francis A. deSouza,https://www.illumina.com,91521
477,Incyte,Health Care,Wilmington,DE,Herv̩ Hoppenot,https://www.incyte.com,10003
478,Ingersoll Rand,Industrials,Davidson,NC,Vicente Reynal,https://www.irco.com,77002
479,Ingles Markets,Food & Drug Stores,Black Mountain,NC,James W. Lanning,https://www.ingles-markets.com,2116
480,Ingredion,"Food, Beverages & Tobacco",Westchester,IL,James P. Zallie,https://www.ingredion.com,53203
481,Insight Enterprises,Technology,Tempe,AZ,Joyce A. Mullen,https://www.insight.com,94104
482,Insperity,Business Services,Kingwood,TX,Paul J. Sarvadi,https://www.insperity.com,15219
483,Intel,Technology,Santa Clara,CA,Patrick P. Gelsinger,www.intel.com,45202
484,Interactive Brokers Group,Financials,Greenwich,CT,Milan Galik,https://www.interactivebrokers.com,95119
485,Intercontinental Exchange,Financials,Atlanta,GA,Jeffrey C. Sprecher,https://www.ice.com,15212
486,International Flavors & Fragrances,Chemicals,New York,NY,Franklin K. Clyburn Jr.,https://www.iff.com,77056
487,International Paper,Materials,Memphis,TN,Mark S. Sutton,https://www.internationalpaper.com,30328
488,Interpublic Group,Business Services,New York,NY,Daryl Lee,https://www.interpublic.com,98104
489,Intuit,Technology,Mountain View,CA,Sasan K. Goodarzi,https://www.intuit.com,49022
490,Intuitive Surgical,Health Care,Sunnyvale,CA,Gary S. Guthart,https://www.intuitive.com,74172
491,IQVIA Holdings,Health Care,Durham,NC,Ari Bousbib,https://www.iqvia.com,94109
492,Iron Mountain,Business Services,Boston,MA,William L. Meaney,https://www.ironmountain.com,33178
493,ITT,Industrials,White Plains,NY,Luca Savi,https://www.itt.com,55401
494,J.B. Hunt Transport Services,Transportation,Lowell,AR,John N. Roberts III,https://www.jbhunt.com,6851
495,J.M. Smucker,"Food, Beverages & Tobacco",Orrville,OH,Mark T. Smucker,https://www.jmsmucker.com,6831
496,Jabil,Technology,St. Petersburg,FL,Mark T. Mondello,www.jabil.com,40213
497,Jackson Financial,Financials,Lansing,MI,Laura L. Prieskorn,https://www.jackson.com,75024
498,Jacobs Engineering Group,Engineering & Construction,Dallas,TX,Steven J. Demetriou,https://www.jacobs.com,98101
499,Jefferies Financial Group,Financials,New York,NY,Richard Handler,https://www.jefferies.com,46580
500,JELD-WEN Holding,Materials,Charlotte,NC,Kevin C. Lilly,https://www.jeld-wen.com,7054
501,JetBlue Airways,Transportation,Long Island City,NY,Robin Hayes,https://www.jetblue.com,0
502,Joann,Retailing,Hudson,OH,Wade D. Miquelon,https://www.joann.com,0
503,Johnson & Johnson,Health Care,New Brunswick,NJ,Joaquin Duato,www.jnj.com,0
504,Jones Financial (Edward Jones),Financials,Des Peres,MO,Penny Pennington,https://www.edwardjones.com,0
505,Jones Lang LaSalle,Financials,Chicago,IL,Christian Ulbrich,https://www.jll.com,0
506,JPMorgan Chase,Financials,New York,NY,James Dimon,www.jpmorganchase.com,0
507,Juniper Networks,Technology,Sunnyvale,CA,Rami Rahim,https://www.juniper.net,0
508,Kaiser Aluminum,Materials,Foothill Ranch,CA,Keith A. Harvey,https://www.kaiseraluminum.com,0
509,Kar Auction Services,Wholesalers,Carmel,IN,Peter J. Kelly,https://www.karglobal.com,0
510,KB Home,Engineering & Construction,Los Angeles,CA,Jeffrey T. Mezger,https://www.kbhome.com,0
511,KBR,Engineering & Construction,Houston,TX,Stuart J.B. Bradie,https://www.kbr.com,0
512,Kellogg,"Food, Beverages & Tobacco",Battle Creek,MI,Steven A. Cahillane,https://www.kelloggcompany.com,0
513,Kelly Services,Business Services,Troy,MI,Peter W. Quigley,https://www.kellyservices.com,0
514,Kemper,Financials,Chicago,IL,Joseph P. Lacher Jr.,https://www.kemper.com,0
515,Keurig Dr Pepper,"Food, Beverages & Tobacco",Burlington,MA,Ozan Dokmecioglu,https://www.keurigdrpepper.com,0
516,KeyCorp,Financials,Cleveland,OH,Christopher M. Gorman,https://www.key.com,0
517,Keysight Technologies,Technology,Santa Rosa,CA,Satish Dhanasekaran,https://www.keysight.com,0
518,Kimberly-Clark,Household Products,Irving,TX,Michael D. Hsu,https://www.kimberly-clark.com,0
519,Kinder Morgan,Energy,Houston,TX,Steven J. Kean,https://www.kindermorgan.com,0
520,Kirby,Transportation,Houston,TX,David W. Grzebinski,https://www.kirbycorp.com,0
521,KKR,Financials,New York,NY,Joseph Y. Bae/Scott C. Nuttall,https://www.kkr.com,0
522,KLA,Technology,Milpitas,CA,Richard P. Wallace,https://www.kla.com,0
523,Knights of Columbus,Financials,New Haven,CT,Patrick E. Kelly,https://www.kofc.org,0
524,Knight-Swift Transportation Holdings,Transportation,Phoenix,AZ,David A. Jackson,https://www.knighttrans.com,0
525,Kohl's,Retailing,Menomonee Falls,WI,Michelle D. Gass,https://www.kohls.com,0
526,Kontoor Brands,Apparel,Greensboro,NC,Scott H. Baxter,https://www.kontoorbrands.com,0
527,Kraft Heinz,"Food, Beverages & Tobacco",Chicago,IL,Miguel Patricio,https://www.kraftheinzcompany.com,0
528,Kroger,Food & Drug Stores,Cincinnati,OH,W. Rodney McMullen,www.thekrogerco.com,0
529,L3Harris Technologies,Aerospace & Defense,Melbourne,FL,Christopher E. Kubasik,https://www.l3harris.com,0
530,Laboratory Corp. of America,Health Care,Burlington,NC,Adam H. Schechter,https://www.labcorp.com,0
531,Lam Research,Technology,Fremont,CA,Timothy M. Archer,https://www.lamresearch.com,0
532,Lamb Weston Holdings,"Food, Beverages & Tobacco",Eagle,ID,Thomas P. Werner,https://www.lambweston.com,0
533,Land O'Lakes,"Food, Beverages & Tobacco",Arden Hills,MN,Beth E. Ford,https://www.landolakesinc.com,0
534,Landstar System,Transportation,Jacksonville,FL,James B. Gattoni,https://www.landstar.com,0
535,Las Vegas Sands,"Hotels, Restaurants & Leisure",Las Vegas,NV,Robert G. Goldstein,https://www.sands.com,0
536,LCI Industries,Motor Vehicles & Parts,Elkhart,IN,Jason D. Lippert,https://www.lci1.com,0
537,Lear,Motor Vehicles & Parts,Southfield,MI,Raymond E. Scott,https://www.lear.com,0
538,Leggett & Platt,Household Products,Carthage,MO,J. Mitchell Dolloff,https://www.leggett.com,0
539,Leidos Holdings,Technology,Reston,VA,Roger A. Krone,https://www.leidos.com,0
540,Lennar,Engineering & Construction,Miami,FL,Jonathan M. Jaffe/Richard Beckwitt,https://www.lennar.com,0
541,Lennox International,Industrials,Richardson,TX,Alok Maskara,https://www.lennoxinternational.com,0
542,Levi Strauss,Apparel,San Francisco,CA,Charles Bergh,https://www.levistrauss.com,0
543,LGI Homes,Engineering & Construction,The Woodlands,TX,Eric Lipar,https://www.lgihomes.com,0
544,LHC Group,Health Care,Lafayette,LA,Keith G. Myers,https://www.lhcgroup.com,0
545,Liberty Energy,Energy,Denver,CO,Christopher A. Wright,https://www.libertyfrac.com,0
546,Liberty Media,Media,Englewood,CO,Gregory B. Maffei,https://www.libertymedia.com,0
547,Liberty Mutual Insurance Group,Financials,Boston,MA,David H. Long,www.libertymutual.com,0
548,Light & Wonder,"Hotels, Restaurants & Leisure",Las Vegas,NV,Matt Wilson,https://www.lnw.com,0
549,Lincoln Electric Holdings,Industrials,Cleveland,OH,Christopher L. Mapes,https://www.lincolnelectric.com,0
550,Lincoln National,Financials,Radnor,PA,Ellen G. Cooper,https://www.lfg.com,0
551,Lithia Motors,Retailing,Medford,OR,Bryan DeBoer,https://www.lithiainvestorrelations.com,0
552,Live Nation Entertainment,Media,Beverly Hills,CA,Michael Rapino,https://www.livenationentertainment.com,0
553,LKQ,Wholesalers,Chicago,IL,Dominick P. Zarcone,https://www.lkqcorp.com,0
554,loanDepot,Financials,Foothill Ranch,CA,Frank Martell,https://www.loandepot.com,0
555,Lockheed Martin,Aerospace & Defense,Bethesda,MD,James D. Taiclet Jr.,www.lockheedmartin.com,0
556,Loews,Financials,New York,NY,James S. Tisch,https://www.loews.com,0
557,Louisiana-Pacific,Materials,Nashville,TN,W. Bradley Southern,https://www.lpcorp.com,0
558,Lowe's,Retailing,Mooresville,NC,Marvin R. Ellison,www.lowes.com,0
559,LPL Financial Holdings,Financials,San Diego,CA,Dan H. Arnold,https://www.lpl.com,0
560,Lululemon athletica,Retailing,Sumner,WA,Calvin McDonald,https://www.lululemon.com,0
561,Lumen Technologies,Telecommunications,Monroe,LA,Jeffrey K. Storey,https://www.lumen.com,0
562,Lyft,Technology,San Francisco,CA,Logan Green,https://www.lyft.com,0
563,M&T Bank,Financials,Buffalo,NY,Ren̩ F. Jones,https://www.mtb.com,0
564,M/I Homes,Engineering & Construction,Columbus,OH,Robert H. Schottenstein,https://www.mihomes.com,0
565,Macy's,Retailing,New York,NY,Jeffrey Gennette,https://www.macysinc.com,0
566,Magellan Midstream Partners,Energy,Tulsa,OK,Aaron L. Milford,https://www.magellanlp.com,0
567,ManpowerGroup,Business Services,Milwaukee,WI,Jonas Prising,https://www.manpowergroup.com,0
568,ManTech International,Technology,Herndon,VA,Kevin M. Phillips,https://www.mantech.com,0
569,Marathon Oil,Energy,Houston,TX,Lee M. Tillman,https://www.marathonoil.com,0
570,Marathon Petroleum,Energy,Findlay,OH,Michael J. Hennigan,www.marathonpetroleum.com,0
571,Markel,Financials,Glen Allen,VA,Thomas S. Gayner/Richard R. Whitt III,https://www.markel.com,0
572,Marriott International,"Hotels, Restaurants & Leisure",Bethesda,MD,Anthony G. Capuano,https://www.marriott.com,0
573,Marriott Vacations Worldwide,"Hotels, Restaurants & Leisure",Orlando,FL,Stephen P. Weisz,https://www.marriottvacationsworldwide.com,0
574,Marsh & McLennan,Financials,New York,NY,Daniel S. Glaser,https://www.marshmclennan.com,0
575,Martin Marietta Materials,Materials,Raleigh,NC,C. Howard Nye,https://www.martinmarietta.com,0
